,state,type,beta0,beta1,beta2,tcut0,tcut1,delta,e0,ia0,is0
0,MT,estado,1.7995400702366648,0.4940487586058717,1.00031949054434,94.64378141618776,109.21225625710171,0.3083357403308486,5.290179892081239e-08,1.8423292883956487e-06,1.3353739291393381e-06
1,MT,estado,1.6722106054176653,0.8462004762805287,1.3731051145567141,94.85018205723462,118.114363178054,0.18464830738244706,4.2308114954183124e-07,2.228924403868438e-06,2.833715438539673e-06
2,MT,estado,1.4964685631783976,0.689387981800464,1.0038135672578798,92.58883539920286,117.98779997758025,0.33009346711494547,9.493356313677424e-07,2.09852437441484e-06,2.239495418142191e-06
3,MT,estado,1.8257502703753337,0.4791579469353668,0.840202338470998,92.43598933665884,114.50794406228616,0.47348665821622266,7.578841882700328e-07,3.1622489221528943e-07,8.105319974460641e-07
4,MT,estado,1.2501725115933648,0.4981034337344381,0.9372693572674541,96.82859805018944,118.36183794470566,0.4089822188064085,2.0001101000113646e-06,2.599220729483094e-06,2.121953010933164e-06
5,MT,estado,1.4396344770584808,0.700690739290546,1.049583547800942,95.39083173753622,117.51533613051713,0.30959098972955795,1.5510640472722728e-07,2.4940094999885756e-06,1.855999578455968e-06
6,MT,estado,1.2794883529592604,0.524982715941339,0.8003878123880377,94.72631341668936,122.05225980540197,0.511479344253012,6.528100974385797e-07,2.0648290670090207e-06,1.4244409432404522e-06
7,MT,estado,1.8935261850648724,0.996103235895916,1.4010337612121058,92.5793765276334,123.12097973168997,0.1827549762625327,4.773860471294219e-07,1.6591898935702105e-06,1.8409884804635898e-06
8,MT,estado,1.7405324027067957,0.6579896053764323,1.0672500914988177,93.46392235575959,117.78750791250968,0.3087324967375328,1.3735900923967027e-06,1.3951797475778447e-06,1.6554776011175002e-06
9,MT,estado,1.4736035017703284,0.6391594433688657,0.9739316348490453,95.23037007322787,119.88280785505415,0.349961021424761,1.3894137386673784e-06,5.233174481909764e-07,2.1411424097534563e-06
10,MT,estado,1.5387306521012314,0.8526291711828958,1.2910532462228885,96.53832960580186,116.6839443020592,0.18950616769159948,1.5486676312709852e-06,1.274316078639574e-06,2.8068824056082766e-06
11,MT,estado,1.9523862211480192,0.7478713848763648,1.3161915306333682,92.74623860301612,123.70885941168986,0.25630050024623563,1.9916504157261602e-06,1.8373540436534379e-06,1.1069499574451664e-06
12,MT,estado,1.679150724667043,0.677229218005867,1.075254058258104,96.24290255629003,117.44384288270135,0.2930546277631429,1.1877933343767525e-06,1.1175775571100197e-06,1.1062050977918041e-06
13,MT,estado,1.9316520721856723,0.7157140963453504,1.3673105173849172,99.02702584186724,115.4716672072151,0.15875113654177933,1.251636296163716e-06,1.5202983100572993e-06,1.6580218055610982e-06
14,MT,estado,1.8447861703943802,0.7653410305893892,1.0752607601874073,93.03075660785606,124.14785977643047,0.31596569171454364,1.0629850392584015e-06,6.580065941560305e-07,9.940866499485508e-07
15,MT,estado,1.3406942204050334,0.5673836956749239,1.0786292731179536,97.32994310068507,111.30353698516286,0.2976432116888399,1.999847105766049e-06,1.1170833213307935e-06,2.1796628037541023e-06
16,MT,estado,1.427727428590436,0.6465164573725863,1.1903851777704053,98.93741982801616,117.4729607752356,0.2645401202480383,1.4227576814785885e-06,1.2864158257694115e-06,2.074525694315585e-06
17,MT,estado,1.268280136423343,0.6684600466365908,0.9763085517917175,96.33170823262056,122.60545841666794,0.3634767197052071,2.2039981771531775e-07,1.927642760174849e-06,2.671686672964725e-06
18,MT,estado,1.345352993649485,0.4277683205591538,0.7021405871761788,93.11093229698628,111.49096445147312,0.5590793641244797,1.7888100857416089e-06,1.158194892211951e-06,1.2272528572541824e-06
19,MT,estado,1.101831025584866,0.5002220480503444,0.8035666539209788,97.87034882150918,117.75087329698688,0.4996690125265674,1.5327617263928918e-06,1.8361906441164736e-06,1.32665384717117e-06
20,MT,estado,1.4684500125690285,0.6669453958397316,0.9848699386550579,94.73561291022551,123.17336639985268,0.378416966919383,2.5525838709011763e-07,1.5168824563490823e-06,1.4338319954625751e-06
21,MT,estado,1.5623944994481336,0.5678137191607524,0.9208197359379237,94.50478343599485,118.02879973416601,0.395736658041113,1.0674045845510763e-06,1.132885624709346e-06,1.3112271469306542e-06
22,MT,estado,1.928870228870597,1.1030214849639295,1.5303187480379403,91.53439102373778,116.23422244897081,0.1287056782408309,2.193567954596106e-06,1.8548219146011358e-06,1.921521597965393e-06
23,MT,estado,1.4937733684724224,0.7678711787356388,1.0810417590414942,94.02535104456123,117.49358243993666,0.28520674583157446,6.313754490292026e-07,1.161392515813706e-06,2.2913097501603073e-06
24,MT,estado,1.6102566146335457,0.5848258872094237,0.8933857122375896,93.28638907823948,116.64635279200799,0.4008145851388944,9.91662760128529e-07,2.1965416233259505e-06,9.03806362045774e-07
25,MT,estado,1.7170886658058926,0.4019701358710338,1.0275152443325468,96.42214893496083,108.18293565141639,0.28649447452859456,1.5341908150258075e-06,1.6132514715174578e-06,1.4458510819575753e-06
26,MT,estado,1.8705059763864544,0.5011457764566998,1.1835239990021227,93.85558013454617,111.41396286568553,0.2521652731273967,1.091287011167605e-06,1.0466350214441705e-06,2.1456020610663528e-06
27,MT,estado,1.629002613170339,0.7527391433884779,1.1187567679085324,96.3360319908547,118.40676360366719,0.2687303210565108,1.8013812710463595e-06,1.2357012923168959e-06,1.269624504072465e-06
28,MT,estado,1.9377955097491804,0.8355582910348504,1.2332542367977768,94.07508263344626,121.64054438960248,0.23393415764883416,2.4137872964202645e-06,7.17922877642845e-07,1.0600830778166293e-06
29,MT,estado,1.6806045088009505,0.545955895943124,1.2344228441402139,99.74487386012785,114.87370150862408,0.22957313129790013,1.5770576856773587e-06,1.9372271240607856e-06,1.223268722227475e-06
30,MT,estado,1.5164507277398207,0.83530945073008,1.2511552324055188,94.21254724678111,124.74877271058583,0.2614234048620706,2.3384437714534434e-06,1.5479076204120927e-06,1.7800012176778781e-06
31,MT,estado,1.468789180143477,0.5848735198753432,0.835598185089009,92.73916812850412,124.0139981090308,0.4839227446839407,1.329728314662721e-06,1.1222534361748237e-06,9.513646159031088e-07
32,MT,estado,1.3085630877092267,0.45934509834229303,1.075661835792317,100.29561204257654,110.96966342029306,0.2777890842237743,1.4519508619449415e-06,1.8617104000330283e-06,2.805172650187645e-06
33,MT,estado,1.6777212930333385,0.6071174010280151,1.0459888847404613,93.05758234644655,111.74432554140374,0.28600953062828627,1.1660072076932447e-06,1.9201016835196733e-06,2.3112251551228218e-06
34,MT,estado,1.6417244897301284,0.5578722347703994,1.264862695246934,99.44304218986495,111.37171142618249,0.20391144347417653,6.479450462850836e-07,1.1211805009120344e-06,1.923478551926534e-06
35,MT,estado,1.883516230388531,0.8475208295014244,1.2399952398717549,92.41421701984909,123.5854038879975,0.24053881971003216,1.4966786962442388e-06,1.9371760873067183e-06,1.3785702123404e-06
36,MT,estado,1.670753878081687,0.931260184947925,1.3808595776908263,93.52943966240571,123.77106806704535,0.1913993260553024,2.4225131266830563e-06,1.248868918250149e-06,2.5677509286241524e-06
37,MT,estado,1.8363467096241668,0.6455918347266715,0.9973129787485474,93.27155951660825,117.55177953652242,0.34452914948381014,1.4470106212460897e-06,9.376398437760766e-07,7.689543244937905e-07
