,state,type,beta0,beta1,beta2,tcut0,tcut1,delta,e0,ia0,is0
0,PE,estado,1.8237014682724058,0.9399615951430502,,105.84269959035588,,0.25772391139620127,7.821130913307077e-07,7.041677262668337e-07,3.8587555414681096e-07
1,PE,estado,1.3266008021159252,0.7008720630787151,,106.74208340056813,,0.44125688196356067,4.784300609981162e-07,8.838914365327098e-07,5.262419044613072e-07
2,PE,estado,1.4136638048672547,0.6415497151599504,,99.96410140572007,,0.5493228144888197,4.646500576026222e-08,3.6087299801530885e-07,3.2378812485770216e-07
3,PE,estado,1.3101701032834416,0.6289093777543656,,101.28956508967532,,0.5539204695629364,2.010904956171912e-07,3.860828290056917e-07,4.934551401244798e-07
4,PE,estado,1.8445059636411465,0.8930848545544214,,102.93322267325316,,0.3011146631392533,7.568661422735185e-07,3.4246431183669685e-07,2.4647019296116573e-07
5,PE,estado,1.348201376961118,0.7158675787737871,,106.94619813290865,,0.42725404347776536,5.363900027206116e-07,6.009961606521769e-07,6.014465634212243e-07
6,PE,estado,1.5223531396828107,0.7734703411378047,,105.00609390670165,,0.385245493373062,5.728769962907295e-07,7.254799295171081e-07,2.9849899826695355e-07
7,PE,estado,1.8950961078439668,0.9992733538892463,,107.87972953186701,,0.2202418462714131,3.3912935657701085e-07,4.552700976665437e-07,5.645529865864349e-07
8,PE,estado,1.4886764329515185,0.7523536033617217,,104.80540167477508,,0.40208096227345047,1.4596425564632541e-07,3.8085358657606214e-07,5.607263593084769e-07
9,PE,estado,1.468201108604593,0.7015990990016748,,102.52147300369704,,0.45973686778284056,8.016596770331452e-07,1.3022857981821027e-07,3.30766246541317e-07
10,PE,estado,1.873381883578978,1.007244756894757,,107.26611113557436,,0.22065786388126138,1.5154066055144328e-07,9.730506935747284e-07,6.071402442995983e-07
11,PE,estado,1.904300582768768,0.8402939747004934,,100.51514075344109,,0.34591875096354846,9.20742392498639e-08,3.1567756938751974e-08,3.1860760940672127e-07
12,PE,estado,1.3660837417752953,0.7253597252121232,,106.23649411006558,,0.4300198373823852,6.806816263554203e-07,5.49806554931705e-07,4.875064348868497e-07
13,PE,estado,1.652305829033118,0.750783631668069,,101.89054180941393,,0.4126110033637852,2.5486090020506406e-07,1.8338666029567348e-07,3.0231573931337246e-07
14,PE,estado,1.6202767325011658,0.8740936936856697,,105.18975310433832,,0.3087491542394053,7.640343336418718e-07,4.507790143509554e-07,6.609447567985382e-07
15,PE,estado,1.5473313501970463,0.7495442845553234,,103.80663552667139,,0.39987010605342654,7.181674538713932e-07,5.505926456043061e-09,4.6804556998095535e-07
16,PE,estado,1.8325667568679613,0.9498008911352915,,105.6743959635522,,0.2626105289891276,3.6618193113222034e-07,1.7275884356540313e-08,5.396841588047686e-07
17,PE,estado,1.8985239595058545,0.8959762557633848,,102.46193890634137,,0.2980948591947485,3.7057875759929414e-07,5.298949640579366e-07,2.469280085682044e-07
18,PE,estado,1.277571764933504,0.6786159631658136,,106.21386854706957,,0.47147039457378864,9.689002595517417e-07,7.01398298844696e-07,4.5684643616306036e-07
19,PE,estado,1.073007618166085,0.5698110000266906,,106.84525957191633,,0.6097831581042006,5.769365359737666e-07,4.3229976478420255e-07,8.025167644629556e-07
20,PE,estado,1.8064608530039936,0.7969799479040341,,98.47480287887741,,0.3821472996322516,3.626109279136386e-07,6.207897963289922e-07,1.845195494711854e-07
21,PE,estado,1.9121563537807744,0.8532885297080844,,101.1676683757583,,0.3290667222984004,3.463638056286153e-07,9.519149524724203e-08,2.720748605953154e-07
