,state,type,beta0,beta1,beta2,tcut0,tcut1,delta,e0,ia0,is0
0,BA,estado,1.7476351803838728,0.9320154992295467,,85.75135060326723,,0.3180810896453659,1.2766655869666002e-07,1.7964047565108502e-07,2.822124119322062e-07
1,BA,estado,1.2230198038783766,0.8558775180208308,,92.64530827065329,,0.37553599940194177,5.693997319629914e-07,3.4270129954777617e-07,4.941672064953692e-07
2,BA,estado,1.5217633016204022,0.8206746168517293,,86.88914813339748,,0.3979636016820736,5.2678585084075744e-08,3.0405425653842746e-07,2.649496655245287e-07
3,BA,estado,1.6037790530772693,0.8194325222491138,,85.91259923470578,,0.40118961695423616,3.7880732434480665e-07,3.323441971679749e-07,1.0370768994475705e-07
4,BA,estado,1.3418582840987061,0.9650388488440987,,95.87072863093427,,0.2949790932362465,2.3297798317243357e-07,1.884279925489413e-07,6.656204259374377e-07
5,BA,estado,1.294890259690522,0.7532877420599882,,87.24688239951897,,0.4582342655805288,3.075204873000073e-07,9.823499350859258e-08,4.537634708701051e-07
6,BA,estado,1.9796971939922188,1.2016399751040956,,88.86166064178383,,0.1828488120441932,1.1292677576393716e-07,1.4904375356621272e-07,3.6212940980063354e-07
7,BA,estado,1.3411809456582202,0.820942944121943,,88.38912206411442,,0.3974197386326256,5.717453592354812e-07,1.2316156107188022e-07,4.026366159176065e-07
8,BA,estado,1.2801084053137155,0.8786345889173306,,94.7527535613607,,0.35163485551918916,6.483357933242384e-07,3.960649196884384e-07,3.5722210868367554e-07
9,BA,estado,1.1490767398286579,0.7847806123990719,,90.51853593210124,,0.4288206278829955,3.593738266601139e-07,5.268428452908685e-07,6.187191152185073e-07
10,BA,estado,1.491045415586346,0.9725397059736581,,90.4609703633847,,0.29061363809929724,2.1372686138197238e-07,9.38725890709641e-08,5.582865393924311e-07
11,BA,estado,1.5919894853849068,1.0921100462895645,,95.62658659741284,,0.2250961013391255,2.6038959423448924e-07,3.3343407816676275e-07,4.268671160441508e-07
12,BA,estado,1.6637222862804848,1.2107708517559328,,95.93836249002608,,0.18107113550030038,5.008367598021489e-07,2.0558138738554814e-07,4.764563361003009e-07
13,BA,estado,1.3647900024361945,0.7490600499743892,,85.37878093348169,,0.4645306505876101,2.437627358934819e-07,3.2031886420538633e-07,3.245582618089266e-07
14,BA,estado,1.5142430125058868,0.810806952809503,,85.6217611728153,,0.40852732023425264,2.1525569563692837e-07,9.914032249266822e-08,3.292725830027482e-07
15,BA,estado,1.5408139211607836,1.0008653652388253,,90.35956651958033,,0.27879622983261476,3.374003027536749e-07,1.382573135679742e-08,4.71565906375723e-07
16,BA,estado,1.1489677098402222,0.6737105695381731,,87.62023371850742,,0.55403611679155,3.40315142960434e-07,2.7922043870800184e-07,3.083468588698659e-07
17,BA,estado,1.847172234649519,1.1806646647449026,,87.98755058884629,,0.19371281627384687,5.776515614779188e-07,2.7373372230829406e-07,3.6296865417012653e-07
18,BA,estado,1.2610838586830408,0.8480507429798766,,92.0679882609427,,0.3785386258170548,5.358537867909781e-07,4.796973185330593e-07,3.684908753115387e-07
19,BA,estado,1.070148387325941,0.7318377059997057,,93.27141211747488,,0.4747341674616654,2.766792658305562e-07,4.194313596760514e-07,6.259670761384562e-07
20,BA,estado,1.6463603819759283,1.0085499704689471,,90.37930817302174,,0.27364878784994784,4.6354390108238904e-07,4.4964297482982884e-07,1.902767110095572e-07
21,BA,estado,1.5644934647218638,0.8982085862757487,,90.7903527378686,,0.34096833773542423,1.0653785929990378e-07,1.638368763541422e-07,2.3592860560833588e-07
22,BA,estado,1.3773189750296315,0.9872608352834452,,94.35209765119181,,0.28805838024284425,5.324250192939509e-07,1.137484670160028e-08,5.681544003628705e-07
23,BA,estado,1.288159852595818,0.9365508332993023,,98.8830111334777,,0.309426155750074,3.3716061647140596e-07,2.985377009707817e-07,5.752278598968898e-07
24,BA,estado,1.1159759404073193,0.6413429770837539,,85.86655151557247,,0.5925152235410482,3.903259253852843e-07,3.748467581001848e-07,3.384017770204084e-07
25,BA,estado,1.4470780267974521,0.857656464886409,,89.03598741339282,,0.36706216362192856,2.114156278743702e-07,2.2534059169777474e-07,3.489488588410062e-07
26,BA,estado,1.4512746816046893,0.7277818992987749,,82.44374669824077,,0.49693645549828386,3.2608660454253333e-07,1.0840017677043884e-07,3.0476977125442976e-07
27,BA,estado,1.4960746995994991,0.863574454340971,,88.5061961753744,,0.36156226255050744,4.18796620987728e-07,2.3619099549395656e-07,2.6433539891338917e-07
28,BA,estado,1.4883145499915507,0.9658172419860905,,90.86643091075963,,0.3004926862594929,4.98079720987433e-07,3.432195003437801e-07,3.146173057361473e-07
29,BA,estado,1.3103906890877906,0.7945765240012175,,90.17997940178044,,0.4166901992897703,4.69691514075401e-08,4.155452898756851e-07,3.700810636002435e-07
30,BA,estado,1.3025606559010265,0.8025028054852659,,89.68669217658793,,0.4145102135306994,1.696932849795035e-07,2.395910350793313e-07,4.2705494223254637e-07
31,BA,estado,1.109091264530778,0.701332485296191,,87.49001284881776,,0.514012035803484,5.83751246110474e-07,2.9639508561537446e-07,5.485077629195895e-07
32,BA,estado,1.6736493345232775,0.9080138166618329,,84.13351758327933,,0.33711897956713865,7.872523200139933e-09,1.4168761155029087e-07,4.1683133188054593e-07
33,BA,estado,1.3762393998037301,0.9150431314657131,,89.95577111782164,,0.3313130357686569,3.388255794700064e-07,3.7241990635557567e-07,4.970343505283037e-07
34,BA,estado,1.9554158998085767,1.10429610353326,,86.54384171934426,,0.22006515831990775,5.471704126293451e-07,1.545611207035397e-07,2.6793574448721406e-07
35,BA,estado,1.6637499572372336,0.8615155187317542,,83.79656054804106,,0.37106767055702494,1.8831845337402546e-07,2.9139835436039805e-07,2.578323007098485e-07
36,BA,estado,1.579059613852237,0.9447349603507226,,87.14693453723054,,0.3173789545040288,7.323754561524241e-08,3.854066417796702e-07,3.380358485596668e-07
37,BA,estado,1.5524946110166062,0.9667780142716398,,87.01043123352675,,0.29643476610668223,3.3854587463818537e-07,5.567464771125643e-07,4.0166122498053117e-07
