,state,type,beta0,beta1,beta2,tcut0,tcut1,delta,e0,ia0,is0
0,CE,estado,1.6791728502538539,0.6515649960937421,,92.36353623227305,,0.571683547937432,9.077912640676933e-07,9.665441252781722e-07,1.0427856712303989e-06
1,CE,estado,1.6390374328527482,0.6745226632221362,,95.29784760385884,,0.5357385469798319,5.153714836081748e-07,6.676398858324139e-07,1.03734019163813e-06
2,CE,estado,1.8707227628894403,0.6064417713962259,,88.803115777904,,0.6498599676113052,8.826733964079913e-07,9.021880175801223e-07,8.727805553797878e-07
3,CE,estado,1.840134997490937,0.6638853068718126,,93.30196756293203,,0.5465816295635539,5.581440437126781e-07,9.061970698808033e-07,5.469301655226352e-07
4,CE,estado,1.7046939816021,0.6533569537580339,,94.19727613972321,,0.5505741809837239,7.787921867368813e-07,4.3081510737718226e-07,1.0211447726839205e-06
5,CE,estado,1.7932780947338918,0.6695279375696219,,93.28612731146431,,0.529613411504947,6.77384681145566e-07,8.298709187687032e-07,9.641224000336121e-07
6,CE,estado,1.90930643927074,0.7335936085198512,,95.31636452617401,,0.47596472172894044,1.0530763158538634e-07,1.0134590717850759e-06,4.7639764149417387e-07
7,CE,estado,1.8548321340879041,0.6996114036821071,,91.30066958207719,,0.5305490090831874,5.153160441977535e-07,5.844808267111259e-07,1.0030457428836613e-06
8,CE,estado,1.8117601940837824,0.6583624321001772,,90.5719705601977,,0.5730140399012555,4.462778039940867e-07,1.0052663324124337e-06,1.0616102557703334e-06
9,CE,estado,1.9776643112559544,0.688857211150631,,90.17727849249903,,0.5387808842307545,6.961072654870105e-07,7.426035394351972e-07,8.451567074262708e-07
10,CE,estado,1.6425702192292784,0.73388693663596,,97.73190788965665,,0.457509494240071,7.254194911818988e-07,9.028936672299508e-07,1.075185301632279e-06
11,CE,estado,1.7101356604171143,0.6254843834588072,,92.54403927472298,,0.6063598848274944,7.199880899059407e-07,5.934851739609485e-07,8.875469450660839e-07
12,CE,estado,1.6645593684199382,0.6981105711016095,,95.12726313645699,,0.5059367164535803,6.554259200083629e-07,1.0844064632472267e-06,9.908207463169468e-07
13,CE,estado,1.7620458659450065,0.6758108970182166,,94.20668876001648,,0.5279553499071982,7.239895320437636e-07,9.507533672272553e-07,6.859430231287774e-07
14,CE,estado,1.9362403137861228,0.7637166812197667,,95.03350345885143,,0.437625050212362,5.73750971926998e-07,1.374068800274124e-07,9.696059787985503e-07
15,CE,estado,1.736178546929326,0.6533458336982021,,93.12395934616661,,0.5584720919129291,4.942222971938599e-07,1.00681781499242e-06,8.948091619015416e-07
16,CE,estado,1.7821988205920802,0.7335935262095267,,93.53433121483953,,0.4812470866312313,1.0109455143448632e-06,7.161589545331469e-07,1.0357846685948837e-06
17,CE,estado,1.6106322402294266,0.6750839190123273,,96.34809221433248,,0.5298779637156779,5.272782952936021e-07,9.697773910845649e-07,8.317669699149287e-07
18,CE,estado,1.8817837676287463,0.7936999644751663,,94.77023444486882,,0.41438004578828747,8.437209208610684e-07,9.32345812881362e-07,9.85802363550763e-07
