,state,type,beta0,beta1,beta2,tcut0,tcut1,delta,e0,ia0,is0
0,RN,estado,1.941486452513458,0.7243367252830377,,88.3584004283142,,0.4694426259300748,1.4199301541531936e-06,5.543040400643628e-08,5.1264035497216304e-08
1,RN,estado,1.9714055073790662,1.019187107833434,,88.24010745397584,,0.24923810817281564,1.7623669754098318e-06,1.446548054046814e-06,7.707873025187076e-07
2,RN,estado,1.8371351270974776,0.7626856633793596,,85.94328191031286,,0.42515357574299123,1.1513600034547821e-06,1.8503026321345464e-06,1.5019222636443532e-07
3,RN,estado,1.3764070680904816,0.8234597683916555,,93.00363667372335,,0.37174745472910115,8.650657480059504e-07,1.988328556558862e-06,1.139375674749876e-06
4,RN,estado,1.5799780712083815,1.0219728955108245,,93.40700824298371,,0.24585817127509627,1.101149649325991e-06,4.9966278779312e-07,1.965221232223313e-06
5,RN,estado,1.2293590703321724,0.6515451186335557,,93.58510089229739,,0.5339572957907308,9.93699052745591e-07,2.0745619556969752e-07,1.095915452684198e-06
6,RN,estado,1.9553035037251254,0.8413676495951145,,88.62705078495951,,0.3555211158209181,8.844016629725842e-07,2.744821614175462e-07,5.271468015729315e-07
7,RN,estado,1.8741415795442737,0.8856573172121912,,86.77214851203784,,0.3366220055698825,5.986289398801965e-07,5.050774769178488e-07,9.7733940108079e-07
8,RN,estado,1.6953962443437098,0.7646341361534587,,87.55371379251145,,0.4192766892204703,1.086921442294038e-06,5.528518067077853e-07,8.093382023556722e-07
9,RN,estado,1.9662211384776775,0.8333939651832466,,85.97861224000242,,0.370231087062156,1.983775258924392e-06,8.452356761648588e-07,2.8961126558627835e-07
10,RN,estado,1.5092164882531132,0.8076591046424129,,93.92075551994952,,0.3750760907427348,2.2564318072988188e-07,9.415206160973452e-07,9.162620570056278e-07
11,RN,estado,1.1840709487445142,0.7734849755452305,,93.72131923749693,,0.4140976850049305,3.506616943401634e-07,1.943972234730506e-06,2.1287116114582257e-06
12,RN,estado,1.6486739451761345,0.8568641864697766,,93.71335043332887,,0.3346652290274925,6.799054620465388e-07,1.6309242375233572e-06,4.1945894421560494e-07
13,RN,estado,1.750291804428244,0.7257594610664685,,88.12453703576352,,0.47687805965246055,9.189886393794827e-07,4.6666724550395294e-07,2.0207737730424972e-07
14,RN,estado,1.5871640706194283,0.8274266295924882,,87.85193428743574,,0.3747877763014357,1.3356226753668993e-07,8.946172725123313e-07,1.4798896506103998e-06
15,RN,estado,1.9465062964507387,1.0070313624092129,,87.22802342914963,,0.2577550218878449,3.389646378338472e-07,1.4586073193044563e-06,1.1928719450583091e-06
16,RN,estado,1.7322697973652859,0.7331147098713732,,87.35702590950477,,0.4526939638776198,4.1428859800815506e-07,1.740809981587257e-06,2.061667548882639e-07
17,RN,estado,1.6270839463653914,0.7947267057821814,,88.14472944106261,,0.40143433820920305,1.2656551451805663e-06,4.484381064255444e-07,9.425576878689672e-07
18,RN,estado,1.6402886516987742,0.7333806217536714,,87.60057830747257,,0.4589274894311361,5.391699623806676e-07,1.9364645515088896e-07,9.066713610457898e-07
19,RN,estado,1.249498799330413,0.6799112872561858,,89.07924583841155,,0.5105114745836122,2.358384848353589e-07,7.919259812617286e-07,1.9501875897323626e-06
20,RN,estado,1.8649859906333872,0.8331721280482144,,86.37888093780131,,0.3725281803040352,1.6931895883237315e-07,1.9721706035613183e-06,4.828046833263671e-07
21,RN,estado,1.3414027775937165,0.6243084939734619,,86.96783551800098,,0.5852736712579437,2.242629545190604e-06,1.2015282257511379e-06,4.113878785826734e-07
22,RN,estado,1.722233865287235,1.0387248355232181,,92.73239187562976,,0.23376934014840942,6.509396817665253e-07,2.595066727405741e-06,1.145735882518279e-06
23,RN,estado,1.9184627188078838,1.1002482077772484,,92.29324020453254,,0.19772606216881022,1.0462831690113675e-06,2.028327585575045e-06,1.1409652168274245e-06
24,RN,estado,1.8442008040907112,0.8574093161804036,,87.25111546605066,,0.3515700691550933,1.6521248126348089e-06,1.656218094249966e-08,8.228591999770755e-07
25,RN,estado,1.766318017192419,0.9964266181876462,,93.3016813077238,,0.26115244463177206,4.539129293951559e-07,1.0890528653289824e-06,8.60794291483172e-07
26,RN,estado,1.6196796108353093,1.0993867749730601,,90.24254561408553,,0.21095920365960122,2.0062678235063233e-06,1.0034699652384194e-06,2.561681128232817e-06
27,RN,estado,1.9047475092010142,0.9477644019204841,,93.03819902919525,,0.28484011445580854,1.5662728469567315e-06,1.0369412621651417e-06,1.2285715621882136e-07
28,RN,estado,1.921223062500267,1.0182849141937387,,92.37931531526557,,0.2495910068795341,6.157899799359984e-07,1.357853925319988e-06,5.244541901474294e-07
29,RN,estado,1.965902836910126,0.9192865450029883,,87.24854760879718,,0.29665596306677977,9.19302621440366e-07,1.8329292997299903e-06,7.211928700283534e-07
30,RN,estado,1.801960494010135,0.943824584154726,,91.2530499937068,,0.28372391024591914,2.3686184213542413e-07,1.419321911958566e-06,8.689316218952564e-07
31,RN,estado,1.9340410022158414,0.8211291494816362,,87.13591667738561,,0.3780314488870106,1.8901814032360762e-07,1.6909706020895541e-06,2.826587271430825e-07
32,RN,estado,1.797653365723042,0.9094380539890923,,92.1118610105971,,0.3103762614896926,1.3040351688051419e-06,2.0705683722865328e-07,5.851697674334543e-07
33,RN,estado,1.8699183923282139,0.8904058144406817,,89.06293582044516,,0.32430432931904013,1.2531171149482938e-06,9.76918281141347e-07,4.79990801976369e-07
34,RN,estado,1.440538749454395,0.7064423808074021,,87.94938271353536,,0.4855148797653632,2.4538135101514137e-07,7.760463250989295e-07,1.2465269851523338e-06
35,RN,estado,1.6051120382884259,0.822411193584503,,90.03672976446865,,0.3801721153015602,1.0031541237821635e-06,1.4978139165787204e-07,9.766682140382114e-07
36,RN,estado,1.3655105484026242,0.6239676335947599,,87.92571509852468,,0.5812605797141841,5.245462245274057e-07,1.979354384665062e-06,2.949208326691307e-07
37,RN,estado,1.499987550381611,0.6219145601715558,,88.00016826386802,,0.5973851632259457,6.255320777169166e-07,6.930163746929494e-07,2.6829907116259703e-07
38,RN,estado,1.3538172699202384,0.6829177005937034,,86.84596932917607,,0.5079308717974264,1.7962420479848473e-06,1.4877755778609294e-06,1.0196587700986727e-06
39,RN,estado,1.2702090566291582,0.6454181334982309,,89.83864856856397,,0.555674327118816,1.1537745130238108e-06,1.0054452469611418e-06,7.825538485112372e-07
40,RN,estado,1.8779880550497339,1.1661535453557272,,94.05907725031506,,0.17776983217608125,1.1288474558379227e-06,2.1164498829418406e-06,1.174643992588403e-06
41,RN,estado,1.5528472786931402,0.6874846567237667,,87.68628273856336,,0.5033859112971181,1.1957381678023595e-06,8.521657373083997e-07,4.780767244982838e-07
42,RN,estado,1.603227496167351,0.841975668702748,,89.34351205714128,,0.3648721611460754,4.977844863929102e-08,1.6637979818896828e-06,9.887281021666982e-07
43,RN,estado,1.286655556321256,0.7373492444453325,,92.26165127059323,,0.44290656528620087,1.4518142233895516e-06,3.959732730243469e-07,1.5657715799956504e-06
44,RN,estado,1.9866684595157391,0.7920095722152866,,86.17282966003715,,0.4009522230045791,7.45985704620642e-07,1.3912947535383636e-06,2.3587751453794163e-07
45,RN,estado,1.5234978673522241,0.7724687789795237,,89.77430062072379,,0.42245855410491917,3.2163545498974634e-07,1.3972340634210357e-06,7.047997334272514e-07
46,RN,estado,1.1868430544769848,0.7123920559877446,,93.55733389371727,,0.46567039059118776,1.369250050658209e-07,2.7606188617978885e-06,1.2304222580573206e-06
47,RN,estado,1.0380975174929052,0.6171920789373585,,88.20250767828456,,0.611526236637149,1.2134696229290652e-06,6.949886356354444e-07,2.412474928424322e-06
48,RN,estado,1.7868353562378296,0.7070431213028275,,87.00742098356811,,0.4805674709051614,1.3145651777114273e-06,3.217957484461858e-07,3.280108001432323e-07
49,RN,estado,1.8599565344605857,1.0462994648247657,,88.03008174500233,,0.2302580244644746,1.1883047631926997e-06,9.128338925967623e-07,1.7238548841662359e-06
50,RN,estado,1.8098939012686035,1.1465803803617525,,88.28791730846983,,0.19315730617708046,1.178077161039051e-07,8.641109498152308e-08,2.5838750953076393e-06
51,RN,estado,1.2027064917840027,0.6739281668604624,,91.5784588217059,,0.5121919782269433,1.6082606503357576e-07,7.572712286204039e-07,1.8338198358508422e-06
52,RN,estado,1.4509341000142137,0.874492821675282,,93.40103595034566,,0.3306256824339354,2.8479196555118385e-07,1.1559352677718244e-06,1.6272249882590007e-06
53,RN,estado,1.753545385940856,0.7072814358129298,,86.88670933697311,,0.48028179552379424,1.181136572306207e-06,8.589364866279112e-07,2.829084702687141e-07
54,RN,estado,1.2120412700806835,0.6689948126165205,,89.8004541202683,,0.526693581335625,1.7543203587579592e-06,1.2707129394662084e-06,1.0456408194866166e-06
55,RN,estado,1.6837217584194506,0.651904346103179,,87.32524065369664,,0.5486894035433012,1.066593943640971e-06,8.153095262707766e-07,4.1831541075026926e-08
56,RN,estado,1.5536018980039805,0.7593012853077695,,89.04561215504157,,0.4279791555113291,1.2677183678314562e-06,9.21917356365916e-07,6.501445222905355e-07
57,RN,estado,1.9382466679883934,0.8175764928417952,,87.03378193183796,,0.3904713627610566,6.141646459602278e-07,1.3059228537211972e-06,1.6055747113041829e-07
58,RN,estado,1.7127827041486454,0.9404217560537036,,91.4468770110575,,0.29427462177870706,9.149721483865506e-07,2.0251815320936684e-07,1.0757534362256017e-06
59,RN,estado,1.9365481330149994,0.8488122996790616,,86.84434828156746,,0.3658972688902675,4.604193017390403e-07,7.849483413712037e-07,5.636948575360012e-07
60,RN,estado,1.3567473489314654,0.638114866597831,,87.85227111185819,,0.5553606971430869,1.0779419684278902e-06,1.3652147783294603e-06,7.672668449904494e-07
