UF;Cod;Date of  the decree;Starting date of the measure;End date of the measure;DOE;Decree;Description of the measure;Class;Value;Target;Link_DOE;Link_Summary_Decrees
AP;16;5/30/20;5/30/20;6/30/20;5/30/20;1790;require closing;O2;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/17/20;3/17/20;3/19/20;3/17/20;1377;home-office for those with symptoms or from some risk group;O3;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/19/20;3/20/20;4/3/20;3/20/20;1414;mandatory home-office whenever possible;O3;4;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/3/20;4/3/20;6/12/20;4/3/20;1497;mandatory home-office whenever possible;O3;4;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/28/20;5/28/20;6/2/20;5/28/20;1782;mandatory home-office whenever possible;O3;4;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/12/20;6/12/20;6/30/20;6/12/20;1878;home-office for those with symptoms or from some risk group;O3;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/15/20;5/19/20;5/28/20;5/15/20;1726;horizontal isolation;O4;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/28/20;5/28/20;6/2/20;5/28/20;1782;horizontal isolation;O4;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/12/20;6/12/20;6/30/20;6/12/20;1878;vertical isolation;O4;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/18/20;4/18/20;;4/18/20;1539;mandatory use of masks;C3;2;2;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
BA;29;3/16/20;3/16/20;4/14/20;3/17/20;19529;suspension of non-essential trade, religious activities and cultural places in some locations;C1;3;0;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/27/20;3/17/20;4/16/20;3/28/20;19586;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/14/20;4/17/20;5/3/20;4/15/20;19635;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/30/20;4/30/20;5/18/20;5/1/20;19669;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/18/20;6/2/20;5/19/20;19703;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/22/20;5/28/20;5/29/20;5/23/20;19722;suspension of all topics in some locations;C1;7;7;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/30/20;6/2/20;5/19/20;19703;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/1/20;6/3/20;6/21/20;6/2/20;19735;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/19/20;6/21/20;7/6/20;6/20/20;19768;suspension of non-essential trade, religious activities and cultural places;C1;3;3;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/19/20;3/21/20;3/30/20;3/20/20;19550;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/27/20;3/27/20;4/5/20;3/28/20;19586;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/3/20;4/3/20;4/16/20;4/4/20;19613;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/14/20;4/17/20;5/3/20;4/15/20;19635;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/30/20;4/30/20;5/18/20;5/1/20;19669;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/18/20;6/2/20;5/19/20;19703;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/18/20;6/2/20;5/19/20;19703;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/1/20;6/3/20;6/21/20;6/2/20;19735;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/19/20;6/21/20;7/6/20;6/20/20;19768;blocking interstate public transport / blocking intercity public transport in some locations;C2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/16/20;3/16/20;4/14/20;3/17/20;19529;restrictions on gatherings above 50 people in some locations;O1;4;0;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/27/20;3/17/20;4/16/20;3/28/20;19586;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/14/20;4/17/20;5/3/20;4/15/20;19635;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/30/20;4/30/20;5/18/20;5/1/20;19669;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/18/20;6/2/20;5/19/20;19703;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/1/20;6/3/20;6/21/20;6/2/20;19735;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/19/20;6/21/20;7/6/20;6/20/20;19768;restrictions on gatherings above 50 people;O1;4;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/16/20;3/16/20;4/14/20;3/17/20;19529;require closing in some locations;O2;2;0;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/27/20;3/17/20;4/16/20;3/28/20;19586;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/14/20;4/17/20;5/3/20;4/15/20;19635;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/30/20;4/30/20;5/18/20;5/1/20;19669;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/18/20;5/18/20;6/2/20;5/19/20;19703;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/1/20;6/3/20;6/21/20;6/2/20;19735;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;6/19/20;6/21/20;7/6/20;6/20/20;19768;require closing;O2;2;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;3/16/20;3/16/20;;3/17/20;19528;home-office for those with symptoms or from some risk group;O3;1;1;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;5/11/20;5/11/20;;5/12/20;19688;horizontal isolation at some times;O4;2;0;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/13/20;4/16/20;;4/14/20;Lei 14258;mandatory use of masks for employees;C3;1;0;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
BA;29;4/27/20;4/27/20;;4/28/20;40588;mandatory use of masks;C3;2;2;http://do.ba.gov.br/;http://www.secom.ba.gov.br/2020/04/152898/Entenda-as-medidas-de-combate-ao-coronavirus-na-Bahia.html
CE;23;3/19/20;3/20/20;3/29/20;3/19/20;33519;suspension of all topics;C1;7;7;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/28/20;3/28/20;4/5/20;3/28/20;33530;suspension of all topics;C1;7;7;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/5/20;4/5/20;4/20/20;4/5/20;33536;suspention of all topics except non-essential trade;C1;6;6;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/19/20;4/19/20;5/5/20;4/19/20;33544;suspention of all topics except non-essential trade;C1;6;6;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/6/20;5/20/20;5/5/20;33574;suspention of all topics, but non-essential trade is free in some locations;C1;7;6;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/20/20;5/20/20;5/31/20;5/20/20;33595;suspention of all topics, but non-essential trade is free in some locations;C1;7;6;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/30/20;6/1/20;6/7/20;5/30/20;33608;suspention of all topics, but non-essential trade is free in some locations;C1;7;6;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/7/20;6/14/20;6/6/20;33617;suspention of all topics, but non-essential trade and shoppings is partially free in some locations;C1;7;5;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/13/20;6/14/20;6/21/20;6/13/20;33627;suspention of all topics, but non-essential trade and shoppings is partially free in some locations;C1;7;5;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/20/20;6/21/20;6/28/20;6/20/20;33631;suspention of all topics, but religious activities, non-essential trade and shoppings is partially free in some locations;C1;7;4;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/19/20;3/20/20;3/29/20;3/19/20;33519;blocking intercity public transport;C2;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/28/20;3/28/20;4/5/20;3/28/20;33530;blocking intercity public transport;C2;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/5/20;4/5/20;4/20/20;4/5/20;33536;blocking intercity public transport;C2;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/19/20;4/19/20;5/5/20;4/19/20;33544;blocking intercity public transport;C2;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/6/20;5/20/20;5/5/20;33574;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/20/20;5/20/20;5/31/20;5/20/20;33595;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/30/20;6/1/20;6/7/20;5/30/20;33608;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/7/20;6/14/20;6/6/20;33617;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/13/20;6/14/20;6/21/20;6/13/20;33627;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/20/20;6/21/20;6/28/20;6/20/20;33631;total blocking of transportation in some locations / blocking of intercity public transportation;C2;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/16/20;3/16/20;3/30/20;3/16/20;33510;restrictions on gatherings above 100 people;O1;3;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/19/20;3/20/20;3/29/20;3/19/20;33519;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/28/20;3/28/20;4/5/20;3/28/20;33530;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/5/20;4/5/20;4/20/20;4/5/20;33536;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/19/20;4/19/20;5/5/20;4/19/20;33544;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/6/20;5/20/20;5/5/20;33574;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/20/20;5/20/20;5/31/20;5/20/20;33595;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/30/20;6/1/20;6/7/20;5/30/20;33608;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/7/20;6/14/20;6/6/20;33617;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/13/20;6/14/20;6/21/20;6/13/20;33627;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/20/20;6/21/20;6/28/20;6/20/20;33631;total ban on crowded events or activities;O1;6;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/16/20;3/17/20;3/18/20;3/16/20;33510;closing suggestion;O2;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/16/20;3/19/20;4/2/20;3/16/20;33510;require closing;O2;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/30/20;4/2/20;5/4/20;3/30/20;33532;require closing;O2;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/5/20;6/5/20;5/5/20;33574;require closing;O2;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/6/20;;6/6/20;33617;require closing;O2;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/16/20;3/16/20;3/19/20;3/16/20;33510;home-office for those with symptoms or from some risk group;O3;1;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/16/20;3/19/20;3/20/20;3/16/20;33511;optional home-office;O3;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/19/20;3/23/20;3/27/20;3/19/20;33519;optional home-office;O3;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;3/28/20;3/30/20;4/3/20;3/28/20;33530;optional home-office;O3;2;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/5/20;4/5/20;4/20/20;4/5/20;33536;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/19/20;4/19/20;5/5/20;4/19/20;33544;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/6/20;5/20/20;5/5/20;33574;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/20/20;5/20/20;5/31/20;5/20/20;33595;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/30/20;6/1/20;6/7/20;5/30/20;33608;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/7/20;6/14/20;6/6/20;33617;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/13/20;6/14/20;6/21/20;6/13/20;33627;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/20/20;6/21/20;6/28/20;6/20/20;33631;mandatory home-office whenever possible;O3;4;1;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/5/20;5/5/20;5/20/20;5/5/20;33574;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/20/20;5/20/20;5/31/20;5/20/20;33594;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;5/30/20;6/1/20;6/7/20;5/30/20;33608;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/6/20;6/7/20;6/14/20;6/6/20;33617;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/13/20;6/14/20;6/21/20;6/13/20;33627;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;6/20/20;6/21/20;6/28/20;6/20/20;33631;horizontal isolation in some locations;O4;2;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;4/19/20;4/19/20;;4/19/20;33544;mandatory use of masks for employees;C3;1;0;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
CE;23;7/3/20;7/3/20;;;Lei nº 14.019/2020;mandatory use of masks;C3;2;2;http://pesquisa.doe.seplag.ce.gov.br/doepesquisa/;https://www.ceara.gov.br/decretos-do-governo-do-ceara-com-acoes-contra-o-coronavirus/
DF;53;3/14/20;3/16/20;3/30/20;14/03 Extra;40520;closing of cultural places;C1;1;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/14/20;3/16/20;3/30/20;18/03 Extra;40529;closing shoppings, non-essential trade, cultural places and  activities in public spaces;C1;5;5;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/23/20;3/23/20;4/5/20;23/03 Extra;40550;suspension of all topics;C1;7;7;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;4/1/20;4/1/20;5/3/20;01/04 Extra;40583;suspention of all topics, but non-essential trade is only restricted;C1;7;6;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/2/20;5/2/20;5/10/20;02/05 Extra;40674;suspention of all topics, but non-essential trade is only restricted;C1;7;6;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/7/20;5/7/20;5/18/20;07/05 Extra;40694;suspention of all topics, but non-essential trade is only restricted;C1;7;6;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/16/20;5/16/20;5/26/20;16/05 Extra;40778;suspention of all topics, but non-essential trade is only restricted;C1;7;6;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/22/20;5/27/20;6/3/20;22/05 Extra;40817;restriction on shoppings and non-essential trade, suspention in other topics;C1;7;5;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
