UF;Cod;Date of  the decree;Starting date of the measure;End date of the measure;DOE;Decree;Description of the measure;Class;Value;Target;Link_DOE;Link_Summary_Decrees
SP;35;5/28/20;5/28/20;6/15/20;5/29/20;64994;mandatory home-office whenever possible;O3;4;1;https://www.imprensaoficial.com.br/;https://www.saopaulo.sp.gov.br/spnoticias/decretos-do-governo-de-sp-com-medidas-de-prevencao-e-combate-ao-novo-coronavirus/
SP;35;6/10/20;6/16/20;6/28/20;6/11/20;65014;mandatory home-office whenever possible;O3;4;1;https://www.imprensaoficial.com.br/;https://www.saopaulo.sp.gov.br/spnoticias/decretos-do-governo-de-sp-com-medidas-de-prevencao-e-combate-ao-novo-coronavirus/
SP;35;6/26/20;6/29/20;7/14/20;6/27/20;65032;mandatory home-office whenever possible;O3;4;1;https://www.imprensaoficial.com.br/;https://www.saopaulo.sp.gov.br/spnoticias/decretos-do-governo-de-sp-com-medidas-de-prevencao-e-combate-ao-novo-coronavirus/
SP;35;5/4/20;5/7/20;;5/5/20;64959;mandatory use of masks ;C3;2;2;https://www.imprensaoficial.com.br/;https://www.saopaulo.sp.gov.br/spnoticias/decretos-do-governo-de-sp-com-medidas-de-prevencao-e-combate-ao-novo-coronavirus/
TO;17;3/17/20;3/17/20;3/15/20;3/17/20;6067;ban of activities in public spaces;C1;1;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;5/15/20;5/15/20;5/23/20;5/16/20;6095;suspention of all topics in some locations;C1;7;0;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;5/22/20;5/23/20;;5/22/20;6096;no measures;C1;0;0;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/21/20;3/21/20;4/21/20;3/21/20;6072;blocking municipal public transport / restricition in intercity public transport;C2;2;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;4/13/20;4/13/20;5/15/20;4/13/20;6083;without transport block (repeals previous decree);C2;0;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;5/15/20;5/15/20;;5/16/20;6095;blocking collective and individual intercity transportation in some locations;C2;2;0;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/16/20;3/16/20;4/16/20;3/16/20;6066;ban of public events and public facilities;O1;1;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/21/20;3/21/20;4/21/20;3/21/20;6072;total ban on crowded events or activities;O1;6;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;4/13/20;4/13/20;3/15/20;4/13/20;6083;no measures;O1;0;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/13/20;3/16/20;3/20/20;3/13/20;6065;require closing;O2;2;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/18/20;3/18/20;6/29/20;3/19/20;6071;require closing;O2;2;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;6/29/20;6/29/20;7/31/20;6/29/20;6112;require closing;O2;2;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/16/20;3/16/20;4/16/20;3/16/20;6066;strategic scheduling work;O3;3;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;3/21/20;3/21/20;;3/21/20;6072;home-office for those with symptoms or from some risk group;O3;1;1;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;5/15/20;5/15/20;;5/16/20;6095;horizontal isolation in some locations;O4;2;0;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
TO;17;5/5/20;5/7/20;;5/5/20;6092;mandatory use of masks;C3;2;2;https://diariooficial.to.gov.br/;https://pge.to.gov.br/legislacao/covid-19---legislacao-tocantins/
